"L1_cond"	"active"	"ax"	"ay"	"az"	"curvature"	"dens"	"densityDot"	"e1x"	"e1y"	"e1z"	"e2x"	"e2y"	"e2z"	"e3x"	"e3y"	"e3z"	"freeSurface"	"fxSensed"	"fxx"	"fxy"	"fxz"	"fySensed"	"fyx"	"fyy"	"fyz"	"fzSensed"	"fzx"	"fzy"	"fzz"	"ghost"	"h"	"hdot"	"heatSensed"	"lambdax"	"lambday"	"lambdaz"	"mass"	"nx"	"ny"	"nz"	"particleDensity"	"px"	"py"	"pz"	"rx"	"ry"	"rz"	"sxx"	"sxy"	"sxz"	"syx"	"syy"	"syz"	"szx"	"szy"	"szz"	"temp"	"tgx"	"tgy"	"tgz"	"vol"	"vx"	"vy"	"vz"	"x"	"xo"	"y"	"yo"	"z"	"zo"	"vtkOriginalPointIds"	"Points:0"	"Points:1"	"Points:2"
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.7625	0.7625	0	0	6541	1	0.7625	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.775	0.775	0	0	6542	1	0.775	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.7875	0.7875	0	0	6543	1	0.7875	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.8	0.8	0	0	6544	1	0.8	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.8125	0.8125	0	0	6545	1	0.8125	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.825	0.825	0	0	6546	1	0.825	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.8375	0.8375	0	0	6547	1	0.8375	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.85	0.85	0	0	6548	1	0.85	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.8625	0.8625	0	0	6549	1	0.8625	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.875	0.875	0	0	6550	1	0.875	0
0	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0.15545	0	0	0	0.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7183	0	0	0	0.00015545	0	0	0	1	1	0.8875	0.8875	0	0	6551	1	0.8875	0
